STATE NAME,,DISTRICT NAME,,SUB DISTRICT NAME,VILLAGE NAME,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Bibipet,Yadaram,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Angarajpalle,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Sankaram,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Buddaram,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Kathersala,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Ponnaram,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Konampet,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Amudalpalle,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Rebbenpalle,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Lingampalle,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Raipet,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Kamepalle,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Mamidipalle,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Lingapur,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Makulpet,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Gudam,,,,,,,,,,
TELANGANA,,ADILABAD,,Boath,Pardi (Khurd),,,,,,,,,,
TELANGANA,,NALGONDA,,Nampally,Deveth Palle,,,,,,,,,,
TELANGANA,,NALGONDA,,Nampally,Pasnoor,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Gurrevu,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Kondapur,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Nagasamudram,,,,,,,,,,
TELANGANA,,NALGONDA,,Nakrekal,Nellibanda,,,,,,,,,,
TELANGANA,,NIZAMABAD,,Varni,Pedmal,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Venkatapur,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Bikkanguda,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Laxmikantapur,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Narsapur,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Nambal,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Tallapet,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Mutyampet,,,,,,,,,,
TELANGANA,,JANGOAN,,Ragunathpally,Fatheshapur,,,,,,,,,,
TELANGANA,,JANGOAN,,Ragunathpally,Kanchanpalle,,,,,,,,,,
TELANGANA,,JANGOAN,,Ragunathpally,Quileshapur,,,,,,,,,,
TELANGANA,,NAGARKURNOOL,,Vangoor,Nizamabad,,,,,,,,,,
TELANGANA,,NAGARKURNOOL,,Vangoor,Gajra,,,,,,,,,,
TELANGANA,,NAGARKURNOOL,,Vangoor,Jogala,,,,,,,,,,
TELANGANA,,NAGARKURNOOL,,Vangoor,Konetipur,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Arepalle,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Nagamalyal,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Kishtapur,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Shankarapur,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Dhonnora,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Koratkal (Khurd),,,,,,,,,,
TELANGANA,,ADILABAD,,JAINATH,Jamini,,,,,,,,,,
TELANGANA,,ADILABAD,,Utnoor,Pulimadgu,,,,,,,,,,
TELANGANA,,KHAMMAM,,Vemsoor,Vennachedu,,,,,,,,,,
TELANGANA,,Nirmal,,Mamada,Gayadpalle,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Karvichelma,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Allipur,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Kundelapahad,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Akkapalle,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Shivalingapur,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Kannepalle,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Sankaram,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Bhamraopet,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Tanimadugu,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Somanpalle,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Rebbenpalle,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Asnad,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Kommera,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Pokkur,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Maripeda,Tallaookal,,,,,,,,,,
TELANGANA,,JANGOAN,,Ragunathpally,Raghunathpalle,,,,,,,,,,
TELANGANA,,NAGARKURNOOL,,Vangoor,Nizamabad,,,,,,,,,,
TELANGANA,,NAGARKURNOOL,,Vangoor,Annaram,,,,,,,,,,
TELANGANA,,NAGARKURNOOL,,Vangoor,Jogala,,,,,,,,,,
TELANGANA,,NAGARKURNOOL,,Vangoor,Venkatapur (Patti Godal),,,,,,,,,,
TELANGANA,,NAGARKURNOOL,,Vangoor,Vangoor,,,,,,,,,,
TELANGANA,,NAGARKURNOOL,,Vangoor,Ulpara,,,,,,,,,,
TELANGANA,,NAGARKURNOOL,,Vangoor,Thippareddipalle,,,,,,,,,,
TELANGANA,,ADILABAD,,Utnoor,Andholi,,,,,,,,,,
TELANGANA,,MAHABUBNAGAR,,Chinnachintakunta,Damagnapur,,,,,,,,,,
TELANGANA,,MEDAK,,Toopran,Datarpalle,,,,,,,,,,
TELANGANA,,WARANGAL RURAL,,Parkal,Pocharam,,,,,,,,,,
TELANGANA,,WARANGAL RURAL,,Parkal,Mallakpet,,,,,,,,,,
TELANGANA,,WARANGAL RURAL,,Parkal,Paidipalle,,,,,,,,,,
TELANGANA,,WARANGAL RURAL,,Parkal,Pocharam,,,,,,,,,,
TELANGANA,,WARANGAL RURAL,,Parkal,Venkatapur,,,,,,,,,,
TELANGANA,,Nirmal,,Mamada,Potharam,,,,,,,,,,
TELANGANA,,Nirmal,,Mamada,Rasimatla,,,,,,,,,,
TELANGANA,,Nirmal,,Mamada,Raidhari,,,,,,,,,,
TELANGANA,,Nirmal,,Mamada,Mondepalle,,,,,,,,,,
TELANGANA,,Nirmal,,Kubeer,Belgaon,,,,,,,,,,
TELANGANA,,Nirmal,,Kubeer,Darkubeer,,,,,,,,,,
TELANGANA,,Nirmal,,Kubeer,Chondi,,,,,,,,,,
TELANGANA,,Jagitial,,Buggaram,Buggaram,,,,,,,,,,
TELANGANA,,Jagitial,,Buggaram,Buggaram,,,,,,,,,,
TELANGANA,,RAJANNA SIRCILLA,,Konaraopet,Kolanur,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Suddal,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Dugnepalle,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Narasakkapet,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Gangaram,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Dugnepalle,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Sundersala,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Kistampet,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Yellakkapet,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Asnad,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Birkur,Chinna Damarancha,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Madnoor,Mallapur,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Pitlam,Bollakpalle,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Chunchupalli,Penugadapa,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Chunchupalli,Chunchupalle (CT),,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Chunchupalli,Chunchupalle (CT),,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Aswaraopeta,Achuthapuram,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Aswapuram,Ammagaripalli,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Aswaraopeta,Aswaraopeta,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Nagalgidda,Gondagaon,,,,,,,,,,
TELANGANA,,WANAPARTHY,,Weepangandla,Korlakunta,,,,,,,,,,
TELANGANA,,NAGARKURNOOL,,Vangoor,Kondareddypally,,,,,,,,,,
TELANGANA,,SURYAPET,,Nadigudem,Tellabali,,,,,,,,,,
TELANGANA,,VIKARABAD,,Pudur,Thirmalapur,,,,,,,,,,
TELANGANA,,MEDCHAL MALKAJGIRI,,Shamirpet,Aliabad,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Abbapuram,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Ankannagudem,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Bandarupalle,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Incherla,,,,,,,,,,
TELANGANA,,Narayanpet,,Makthal,Bondalkunta,,,,,,,,,,
TELANGANA,,Narayanpet,,Makthal,Lingampalle,,,,,,,,,,
TELANGANA,,ADILABAD,,JAINATH,Gimma (Khurd),,,,,,,,,,
TELANGANA,,KHAMMAM,,Vemsoor,Ammapalem,,,,,,,,,,
TELANGANA,,MAHABUBNAGAR,,Balanagar,Chinna Revalli,,,,,,,,,,
TELANGANA,,MAHABUBNAGAR,,Balanagar,Chinna Revalli,,,,,,,,,,
TELANGANA,,MAHABUBNAGAR,,Balanagar,Vanamavaniguda,,,,,,,,,,
TELANGANA,,MAHABUBNAGAR,,Balanagar,Suraram,,,,,,,,,,
TELANGANA,,MAHABUBNAGAR,,Balanagar,Hemajipur,,,,,,,,,,
TELANGANA,,MEDAK,,Chegunta,Chetlathimmaipally,,,,,,,,,,
TELANGANA,,MEDAK,,Chegunta,Chinna Shivnoor,,,,,,,,,,
TELANGANA,,MEDAK,,Chegunta,Chetlathimmaipally,,,,,,,,,,
TELANGANA,,NALGONDA,,Nakrekal,Chandam Palle,,,,,,,,,,
TELANGANA,,RANGA REDDY,,Kandukur,Dasarlapalle,,,,,,,,,,
TELANGANA,,RANGA REDDY,,Kandukur,Rachloor,,,,,,,,,,
TELANGANA,,RANGA REDDY,,Keshampet,Alwal,,,,,,,,,,
TELANGANA,,RANGA REDDY,,Abdullapurmet,Anajpur,,,,,,,,,,
TELANGANA,,RANGA REDDY,,Kondurg,Bhirampalle,,,,,,,,,,
TELANGANA,,WARANGAL RURAL,,Parkal,Vellampalle,,,,,,,,,,
TELANGANA,,Nirmal,,Kubeer,Jumda,,,,,,,,,,
TELANGANA,,Nirmal,,Kubeer,Khasra,,,,,,,,,,
TELANGANA,,Nirmal,,Kubeer,Rajura,,,,,,,,,,
TELANGANA,,Jagitial,,Buggaram,Chinnapur,,,,,,,,,,
TELANGANA,,PEDDAPALLI,,Manthani,Manthani,,,,,,,,,,
TELANGANA,,PEDDAPALLI,,Manthani,Khansaibpeta,,,,,,,,,,
TELANGANA,,PEDDAPALLI,,Manthani,Lakkapur,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Ponnaram,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Vemanpally,Jajulpet,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Vemanpally,Kallampalle,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Bhamraopet,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Makulpet,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Kachanpalle,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Dandepalle,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Kommera,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Vemanpally,Mukkidigudem,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Kathersala,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Vemanpally,Sumputum,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Shivalingapur,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Vemanpally,Nagaram,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Vemanpally,Suraram,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Peddapet,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Machareddy,Latchapet,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Kamareddy,Kothalpalle,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Kamareddy,Kyasampalle,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Birkur,Chincholi,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Birkur,Kishtapur,,,,,,,,,,
TELANGANA,,JANGOAN,,Tharigoppula,Abdulnagaram,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Aswaraopeta,Duradapadu,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Aswaraopeta,Kannaigudem,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Aswaraopeta,Gummadivalli,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Manuguru,Mallaram,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Aswaraopeta,Aswaraopeta,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Manuguru,Mallaram,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Aswaraopeta,Gummadivalli,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Manuguru,Samathsingaram,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Aswaraopeta,Khammampadu,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Aswaraopeta,Narayanapuram,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Pinapaka,Bheemavaram,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Pinapaka,Sunnamvarigudem,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Cherla,China Midisileru (Z),,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Cherla,Jangalapalli (G),,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Cherla,Tegada (G),,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Cherla,Tegada (Z),,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Cherla,Bodanalli (G),,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Cherla,Bodanalli (Z),,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Cherla,Chintaguppa,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Cherla,R. Kothagudem (G),,,,,,,,,,
TELANGANA,,WANAPARTHY,,Atmakur,Balakistapur,,,,,,,,,,
TELANGANA,,WANAPARTHY,,Kothakota,Amaravathinagar,,,,,,,,,,
TELANGANA,,NAGARKURNOOL,,Vangoor,Konapur,,,,,,,,,,
TELANGANA,,NAGARKURNOOL,,Vangoor,Vangoor,,,,,,,,,,
TELANGANA,,NAGARKURNOOL,,Vangoor,Ummapur,,,,,,,,,,
TELANGANA,,NAGARKURNOOL,,Vangoor,Rangapur,,,,,,,,,,
TELANGANA,,NAGARKURNOOL,,Vangoor,Uppalapahad,,,,,,,,,,
TELANGANA,,NAGARKURNOOL,,Urkonda,Gudiganpalle,,,,,,,,,,
TELANGANA,,NAGARKURNOOL,,Vangoor,Venkatapur (Patti Godal),,,,,,,,,,
TELANGANA,,NAGARKURNOOL,,Vangoor,Sarvareddipalle,,,,,,,,,,
TELANGANA,,NAGARKURNOOL,,Vangoor,Vangoor,,,,,,,,,,
TELANGANA,,SURYAPET,,Mothey,LAL TANDA,,,,,,,,,,
TELANGANA,,VIKARABAD,,Marpalle,Damasthapur,,,,,,,,,,
TELANGANA,,MEDCHAL MALKAJGIRI,,Shamirpet,Shamirpet,,,,,,,,,,
TELANGANA,,MEDCHAL MALKAJGIRI,,Shamirpet,Yadaram,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Incherla,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Pathepalle,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Ramachandrapuram,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Mallampalle,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Ramachandrapuram,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Incherla,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Jaggannapet,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Jakaram,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Incherla,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Kannaigudem,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Kasimdevipet,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Ramachandrapuram,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Kothur,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Madanapalle,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Mallampalle,,,,,,,,,,
TELANGANA,,Narayanpet,,Damargidda,Damaragidda,,,,,,,,,,
TELANGANA,,Narayanpet,,Damargidda,Chakalavaripalle,,,,,,,,,,
TELANGANA,,KARIMNAGAR,,Gangadhara,Garsekurthi,,,,,,,,,,
TELANGANA,,MAHABUBNAGAR,,Balanagar,Appajipalle,,,,,,,,,,
TELANGANA,,MAHABUBNAGAR,,Balanagar,Nerellapalle,,,,,,,,,,
TELANGANA,,MAHABUBNAGAR,,Balanagar,Nerellapalle,,,,,,,,,,
TELANGANA,,MAHABUBNAGAR,,Chinnachintakunta,Allipur,,,,,,,,,,
TELANGANA,,MEDAK,,Regode,Pocharam,,,,,,,,,,
TELANGANA,,MEDAK,,Regode,Burhanwadi,,,,,,,,,,
TELANGANA,,MEDAK,,Regode,Dosapalle,,,,,,,,,,
TELANGANA,,NIZAMABAD,,Varni,Shankaoora,,,,,,,,,,
TELANGANA,,RANGA REDDY,,Shabad,Komerabanda,,,,,,,,,,
TELANGANA,,RANGA REDDY,,Nandigama,Mamidipalle,,,,,,,,,,
TELANGANA,,RANGA REDDY,,Shabad,Etlaerravaly,,,,,,,,,,
TELANGANA,,Nirmal,,Kubeer,Veeragohan,,,,,,,,,,
TELANGANA,,Nirmal,,Kubeer,Varni,,,,,,,,,,
TELANGANA,,Nirmal,,Kubeer,Sonari,,,,,,,,,,
TELANGANA,,Nirmal,,Kubeer,Palsi,,,,,,,,,,
TELANGANA,,Nirmal,,Kubeer,Brahmeswar,,,,,,,,,,
TELANGANA,,Nirmal,,Kubeer,Sirpalle,,,,,,,,,,
TELANGANA,,Nirmal,,Kubeer,Darkubeer,,,,,,,,,,
TELANGANA,,Nirmal,,Kubeer,Chata,,,,,,,,,,
TELANGANA,,Nirmal,,Kubeer,Godapur,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Adiwarpet,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Chintapalle,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Guddirampur,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Rollpahad,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Akkapalle,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Chakepalle,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Raipet,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Chennur,Pokkur,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Dandepally,Dwaraka,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Ramareddy,Gollapalle,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Yellareddy,Vellutla,,,,,,,,,,
TELANGANA,,JANGOAN,,Tharigoppula,Bonthagattunagaram,,,,,,,,,,
TELANGANA,,JANGOAN,,Tharigoppula,Narsapur,,,,,,,,,,
TELANGANA,,JANGOAN,,Jangoan,Peddapahad,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Palvoncha,Laxmidevipally,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Palvoncha,Repallevada,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Allapalli,Adavi Ramavaram,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Allapalli,Markodu,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Palvoncha,Chandralagudem,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Palvoncha,Somulagudem,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Allapalli,Ramanujagudem,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Munipally,Tatipalle,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Sirgapoor,Gosaipalle,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Sirgapoor,Sirgapoor,,,,,,,,,,
TELANGANA,,SIDDIPET,,Doultabad,Doultabad,,,,,,,,,,
TELANGANA,,SIDDIPET,,Doultabad,Upperpalle,,,,,,,,,,
TELANGANA,,SIDDIPET,,Doultabad,Konapur,,,,,,,,,,
TELANGANA,,SIDDIPET,,Doultabad,Godugupalle,,,,,,,,,,
TELANGANA,,SIDDIPET,,Doultabad,Mubarakpur,,,,,,,,,,
TELANGANA,,SIDDIPET,,Doultabad,Surampalle,,,,,,,,,,
TELANGANA,,SIDDIPET,,Doultabad,Upperpalle,,,,,,,,,,
TELANGANA,,NAGARKURNOOL,,Vangoor,Thirumalgiri,,,,,,,,,,
TELANGANA,,NAGARKURNOOL,,Vangoor,Thippareddipalle,,,,,,,,,,
TELANGANA,,SURYAPET,,Mothey,RAMPUR TANDA,,,,,,,,,,
TELANGANA,,SURYAPET,,Mothey,Urlugunda,,,,,,,,,,
TELANGANA,,YADADRI BHUVANAGIRI,,Yadagirigutta,Cholleru,,,,,,,,,,
TELANGANA,,YADADRI BHUVANAGIRI,,Choutuppal,Allapuram,,,,,,,,,,
TELANGANA,,VIKARABAD,,Marpalle,Ghanpur,,,,,,,,,,
TELANGANA,,VIKARABAD,,Marpalle,Jamshedapur,,,,,,,,,,
TELANGANA,,VIKARABAD,,Marpalle,Ramapur,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Penchicalpet,Nandigaon,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Dahegoan,Digida,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Koutala,Mogadagad,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Dahegoan,Hathni,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Koutala,Gurudpet,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Penchicalpet,Jilleda,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Koutala,Kanki,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Dahegoan,Dahegaon,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Koutala,Kannepalle,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Penchicalpet,Muraliguda,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Koutala,Bhalepalle,,,,,,,,,,
TELANGANA,,MEDCHAL MALKAJGIRI,,Shamirpet,Bommaraspet,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Ramachandrapuram,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Bandarupalle,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Mulug,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Kothur,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Pathepalle,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Kothur,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Potlapur,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Kothur,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Ramachandrapuram,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Sarvapuram,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Ramachandrapuram,,,,,,,,,,
TELANGANA,,Mulugu,,Mulug,Mallampalle,,,,,,,,,,
TELANGANA,,Narayanpet,,Makthal,Gudigandla,,,,,,,,,,
TELANGANA,,Narayanpet,,Damargidda,Kandanpalle,,,,,,,,,,
TELANGANA,,Narayanpet,,Makthal,Tekulpalle,,,,,,,,,,
TELANGANA,,Narayanpet,,Damargidda,Yelsanpalle,,,,,,,,,,
TELANGANA,,Narayanpet,,Makthal,Sangambanda,,,,,,,,,,
TELANGANA,,Narayanpet,,Makthal,Gurlapalle,,,,,,,,,,
TELANGANA,,Narayanpet,,Makthal,Bhoothpur,,,,,,,,,,
TELANGANA,,RANGA REDDY,,Moinabad,Sajjanpalle,,,,,,,,,,
TELANGANA,,RANGA REDDY,,Moinabad,Bakaram Jagir,,,,,,,,,,
TELANGANA,,ADILABAD,,Boath,Sonala,,,,,,,,,,
TELANGANA,,KHAMMAM,,Konijerla,Gopathi,,,,,,,,,,
TELANGANA,,MAHABUBNAGAR,,Balanagar,Nerellapalle,,,,,,,,,,
TELANGANA,,MAHABUBNAGAR,,Balanagar,Modampalle,,,,,,,,,,
TELANGANA,,MEDAK,,Kowdipally,Nagasanpally,,,,,,,,,,
TELANGANA,,MEDAK,,Chilpched,Somakkapet,,,,,,,,,,
TELANGANA,,MEDAK,,Kowdipally,Bujarampet,,,,,,,,,,
TELANGANA,,MEDAK,,Kowdipally,Venkatapur,,,,,,,,,,
TELANGANA,,MEDAK,,Kowdipally,Seelampalli,,,,,,,,,,
TELANGANA,,MEDAK,,Chilpched,Rahimguda,,,,,,,,,,
TELANGANA,,MEDAK,,Chilpched,Gouthapur,,,,,,,,,,
TELANGANA,,MEDAK,,Kowdipally,Mangalpally,,,,,,,,,,
TELANGANA,,MEDAK,,Regode,Kothwalpalle,,,,,,,,,,
TELANGANA,,NIZAMABAD,,Renjal,Veerannagutta,,,,,,,,,,
TELANGANA,,NIZAMABAD,,Armoor,Rampur,,,,,,,,,,
TELANGANA,,NIZAMABAD,,Renjal,Tadbiloli,,,,,,,,,,
TELANGANA,,NIZAMABAD,,Armoor,Aloor,,,,,,,,,,
TELANGANA,,NIZAMABAD,,Armoor,Amdapur,,,,,,,,,,
TELANGANA,,NIZAMABAD,,Armoor,Ankapur,,,,,,,,,,
TELANGANA,,NIZAMABAD,,Armoor,Chepur,,,,,,,,,,
TELANGANA,,NIZAMABAD,,Armoor,Degaon,,,,,,,,,,
TELANGANA,,NIZAMABAD,,Armoor,Fathepur,,,,,,,,,,
TELANGANA,,NIZAMABAD,,Armoor,Govindpet,,,,,,,,,,
